city,city_ascii,state_id,state_name,lat,lng
New York City,New York,NY,New York,40.6943,-73.9249
Los Angeles,Los Angeles,CA,California,34.1139,-118.4068
Chicago,Chicago,IL,Illinois,41.8373,-87.6862
Miami,Miami,FL,Florida,25.7839,-80.2102
Dallas,Dallas,TX,Texas,32.7936,-96.7662
Philadelphia,Philadelphia,PA,Pennsylvania,40.0077,-75.1339
Houston,Houston,TX,Texas,29.7863,-95.3889
Atlanta,Atlanta,GA,Georgia,33.7627,-84.4224
Washington,Washington,DC,District of Columbia,38.9047,-77.0163
Boston,Boston,MA,Massachusetts,42.3188,-71.0846
Phoenix,Phoenix,AZ,Arizona,33.5722,-112.0891
Seattle,Seattle,WA,Washington,47.6211,-122.3244
San Francisco,San Francisco,CA,California,37.7562,-122.443
Detroit,Detroit,MI,Michigan,42.3834,-83.1024
San Diego,San Diego,CA,California,32.8312,-117.1225
Minneapolis,Minneapolis,MN,Minnesota,44.9635,-93.2678
Tampa,Tampa,FL,Florida,27.9942,-82.4451
Denver,Denver,CO,Colorado,39.7621,-104.8759
Brooklyn,Brooklyn,NY,New York,40.6501,-73.9496
Queens,Queens,NY,New York,40.7498,-73.7976
Riverside,Riverside,CA,California,33.9381,-117.3948
Baltimore,Baltimore,MD,Maryland,39.3051,-76.6144
Las Vegas,Las Vegas,NV,Nevada,36.2333,-115.2654
Portland,Portland,OR,Oregon,45.5372,-122.65
San Antonio,San Antonio,TX,Texas,29.4658,-98.5253
St. Louis,St. Louis,MO,Missouri,38.6358,-90.2451
Sacramento,Sacramento,CA,California,38.5667,-121.4683
Orlando,Orlando,FL,Florida,28.4772,-81.3369
San Jose,San Jose,CA,California,37.3019,-121.8486
Cleveland,Cleveland,OH,Ohio,41.4767,-81.6804
Pittsburgh,Pittsburgh,PA,Pennsylvania,40.4396,-79.9762
Austin,Austin,TX,Texas,30.3004,-97.7522
Cincinnati,Cincinnati,OH,Ohio,39.1413,-84.5061
Kansas City,Kansas City,MO,Missouri,39.1239,-94.5541
Manhattan,Manhattan,NY,New York,40.7834,-73.9662
Indianapolis,Indianapolis,IN,Indiana,39.7771,-86.1458
Columbus,Columbus,OH,Ohio,39.9862,-82.985
Charlotte,Charlotte,NC,North Carolina,35.208,-80.8304
Virginia Beach,Virginia Beach,VA,Virginia,36.7335,-76.0435
Bronx,Bronx,NY,New York,40.8501,-73.8662
Milwaukee,Milwaukee,WI,Wisconsin,43.0642,-87.9673
Providence,Providence,RI,Rhode Island,41.823,-71.4187
Jacksonville,Jacksonville,FL,Florida,30.3322,-81.6749
Salt Lake City,Salt Lake City,UT,Utah,40.7777,-111.9306
Nashville,Nashville,TN,Tennessee,36.1715,-86.7843
Richmond,Richmond,VA,Virginia,37.5295,-77.4756
Memphis,Memphis,TN,Tennessee,35.1046,-89.9773
Raleigh,Raleigh,NC,North Carolina,35.8325,-78.6435
New Orleans,New Orleans,LA,Louisiana,30.0687,-89.9288
Louisville,Louisville,KY,Kentucky,38.1663,-85.6485
Oklahoma City,Oklahoma City,OK,Oklahoma,35.4676,-97.5136
Bridgeport,Bridgeport,CT,Connecticut,41.1918,-73.1953
Buffalo,Buffalo,NY,New York,42.9016,-78.8487
Fort Worth,Fort Worth,TX,Texas,32.7811,-97.3473
Hartford,Hartford,CT,Connecticut,41.7661,-72.6834
Tucson,Tucson,AZ,Arizona,32.1545,-110.8782
Omaha,Omaha,NE,Nebraska,41.2627,-96.0522
El Paso,El Paso,TX,Texas,31.8479,-106.4309
Honolulu,Honolulu,HI,Hawaii,21.3294,-157.846
McAllen,McAllen,TX,Texas,26.2273,-98.2471
Albuquerque,Albuquerque,NM,New Mexico,35.1053,-106.6464
Birmingham,Birmingham,AL,Alabama,33.5277,-86.7987
Sarasota,Sarasota,FL,Florida,27.3386,-82.5431
Dayton,Dayton,OH,Ohio,39.7797,-84.1998
Rochester,Rochester,NY,New York,43.168,-77.6162
Fresno,Fresno,CA,California,36.7831,-119.7941
Allentown,Allentown,PA,Pennsylvania,40.5961,-75.4756
Tulsa,Tulsa,OK,Oklahoma,36.1284,-95.9042
Cape Coral,Cape Coral,FL,Florida,26.6446,-81.9956
Concord,Concord,CA,California,37.9722,-122.0016
Colorado Springs,Colorado Springs,CO,Colorado,38.8674,-104.7606
Charleston,Charleston,SC,South Carolina,32.8153,-79.9628
Springfield,Springfield,MA,Massachusetts,42.1155,-72.5395
Grand Rapids,Grand Rapids,MI,Michigan,42.962,-85.6562
Mission Viejo,Mission Viejo,CA,California,33.6095,-117.655
Albany,Albany,NY,New York,42.6664,-73.7987
Knoxville,Knoxville,TN,Tennessee,35.9692,-83.9496
Bakersfield,Bakersfield,CA,California,35.3529,-119.0359
Ogden,Ogden,UT,Utah,41.2278,-111.9682
Baton Rouge,Baton Rouge,LA,Louisiana,30.4418,-91.131
Akron,Akron,OH,Ohio,41.0798,-81.5219
New Haven,New Haven,CT,Connecticut,41.3112,-72.9246
Columbia,Columbia,SC,South Carolina,34.0376,-80.9037
Mesa,Mesa,AZ,Arizona,33.4017,-111.718
Palm Bay,Palm Bay,FL,Florida,27.955,-80.6627
Provo,Provo,UT,Utah,40.2457,-111.6457
Worcester,Worcester,MA,Massachusetts,42.2705,-71.8079
Murrieta,Murrieta,CA,California,33.572,-117.1909
Greenville,Greenville,SC,South Carolina,34.8353,-82.3647
Wichita,Wichita,KS,Kansas,37.6896,-97.3442
Toledo,Toledo,OH,Ohio,41.6639,-83.5822
Staten Island,Staten Island,NY,New York,40.5834,-74.1496
Des Moines,Des Moines,IA,Iowa,41.5725,-93.6105
Long Beach,Long Beach,CA,California,33.7981,-118.1675
Port St. Lucie,Port St. Lucie,FL,Florida,27.2796,-80.3883
Denton,Denton,TX,Texas,33.2176,-97.1419
Madison,Madison,WI,Wisconsin,43.0826,-89.3931
Reno,Reno,NV,Nevada,39.5497,-119.8483
Harrisburg,Harrisburg,PA,Pennsylvania,40.2752,-76.8843
Little Rock,Little Rock,AR,Arkansas,34.7256,-92.3576
Oakland,Oakland,CA,California,37.7903,-122.2165
Durham,Durham,NC,North Carolina,35.9794,-78.9031
Winston-Salem,Winston-Salem,NC,North Carolina,36.1029,-80.2611
Bonita Springs,Bonita Springs,FL,Florida,26.3559,-81.7861
Indio,Indio,CA,California,33.7346,-116.2346
Palm Coast,Palm Coast,FL,Florida,29.5392,-81.246
Chattanooga,Chattanooga,TN,Tennessee,35.0657,-85.2488
Spokane,Spokane,WA,Washington,47.6671,-117.433
Syracuse,Syracuse,NY,New York,43.0409,-76.1438
Lancaster,Lancaster,PA,Pennsylvania,40.0421,-76.3012
Arlington,Arlington,TX,Texas,32.6998,-97.125
Stockton,Stockton,CA,California,37.9765,-121.3109
Poughkeepsie,Poughkeepsie,NY,New York,41.6949,-73.921
Augusta,Augusta,GA,Georgia,33.3645,-82.0708
Boise,Boise,ID,Idaho,43.6007,-116.2312
Oxnard,Oxnard,CA,California,34.1963,-119.1815
Scranton,Scranton,PA,Pennsylvania,41.4044,-75.6649
Modesto,Modesto,CA,California,37.6374,-121.0028
Kissimmee,Kissimmee,FL,Florida,28.3042,-81.4164
Aurora,Aurora,CO,Colorado,39.7087,-104.7273
Youngstown,Youngstown,OH,Ohio,41.0993,-80.6463
Fayetteville,Fayetteville,AR,Arkansas,36.0713,-94.166
Anaheim,Anaheim,CA,California,33.839,-117.8572
Pensacola,Pensacola,FL,Florida,30.4427,-87.1886
Victorville,Victorville,CA,California,34.5277,-117.3536
Lancaster,Lancaster,CA,California,34.6935,-118.1753
Greensboro,Greensboro,NC,North Carolina,36.0956,-79.8269
Corpus Christi,Corpus Christi,TX,Texas,27.726,-97.3755
Fort Wayne,Fort Wayne,IN,Indiana,41.0886,-85.1437
Santa Ana,Santa Ana,CA,California,33.7366,-117.8819
Flint,Flint,MI,Michigan,43.0235,-83.6922
San Juan,San Juan,PR,Puerto Rico,18.4037,-66.0636
Fayetteville,Fayetteville,NC,North Carolina,35.0846,-78.9776
Jackson,Jackson,MS,Mississippi,32.3163,-90.2124
Santa Rosa,Santa Rosa,CA,California,38.4458,-122.7067
Lansing,Lansing,MI,Michigan,42.7142,-84.5601
Ann Arbor,Ann Arbor,MI,Michigan,42.2755,-83.7312
Henderson,Henderson,NV,Nevada,36.0133,-115.038
Huntsville,Huntsville,AL,Alabama,34.6988,-86.6412
Lexington,Lexington,KY,Kentucky,38.0423,-84.4587
Mobile,Mobile,AL,Alabama,30.6783,-88.1162
Fort Collins,Fort Collins,CO,Colorado,40.5478,-105.0656
Asheville,Asheville,NC,North Carolina,35.5704,-82.5536
Santa Clarita,Santa Clarita,CA,California,34.4175,-118.4964
St. Paul,St. Paul,MN,Minnesota,44.9477,-93.104
Antioch,Antioch,CA,California,37.9789,-121.7958
Lakeland,Lakeland,FL,Florida,28.0556,-81.9545
Trenton,Trenton,NJ,New Jersey,40.2236,-74.7641
Lincoln,Lincoln,NE,Nebraska,40.809,-96.6788
Springfield,Springfield,MO,Missouri,37.1943,-93.2916
Plano,Plano,TX,Texas,33.0502,-96.7487
Irvine,Irvine,CA,California,33.6772,-117.7738
Davenport,Davenport,IA,Iowa,41.5563,-90.6052
Rockford,Rockford,IL,Illinois,42.2597,-89.0641
Newark,Newark,NJ,New Jersey,40.7245,-74.1725
South Bend,South Bend,IN,Indiana,41.6767,-86.2696
Shreveport,Shreveport,LA,Louisiana,32.4656,-93.7956
Round Lake Beach,Round Lake Beach,IL,Illinois,42.379,-88.0811
Savannah,Savannah,GA,Georgia,32.0281,-81.1784
Myrtle Beach,Myrtle Beach,SC,South Carolina,33.7096,-78.8843
Chula Vista,Chula Vista,CA,California,32.6281,-117.0145
Eugene,Eugene,OR,Oregon,44.0563,-123.1173
Canton,Canton,OH,Ohio,40.8075,-81.3677
Lubbock,Lubbock,TX,Texas,33.5659,-101.8878
Reading,Reading,PA,Pennsylvania,40.34,-75.9267
Winter Haven,Winter Haven,FL,Florida,28.0118,-81.7017
Salem,Salem,OR,Oregon,44.9231,-123.0246
St. Petersburg,St. Petersburg,FL,Florida,27.7931,-82.6652
Lafayette,Lafayette,LA,Louisiana,30.2084,-92.0323
Laredo,Laredo,TX,Texas,27.5629,-99.4875
Jersey City,Jersey City,NJ,New Jersey,40.7161,-74.0682
Concord,Concord,NC,North Carolina,35.3933,-80.6366
Columbus,Columbus,GA,Georgia,32.51,-84.8771
Chandler,Chandler,AZ,Arizona,33.2826,-111.8516
McKinney,McKinney,TX,Texas,33.2015,-96.6669
Scottsdale,Scottsdale,AZ,Arizona,33.6872,-111.8651
Killeen,Killeen,TX,Texas,31.0754,-97.7296
Tallahassee,Tallahassee,FL,Florida,30.4551,-84.2526
Peoria,Peoria,IL,Illinois,40.752,-89.6153
Wilmington,Wilmington,NC,North Carolina,34.21,-77.8866
Montgomery,Montgomery,AL,Alabama,32.3473,-86.2666
Gilbert,Gilbert,AZ,Arizona,33.3101,-111.7463
Glendale,Glendale,AZ,Arizona,33.5791,-112.2311
North Las Vegas,North Las Vegas,NV,Nevada,36.288,-115.0901
Anchorage,Anchorage,AK,Alaska,61.1508,-149.1091
Chesapeake,Chesapeake,VA,Virginia,36.6778,-76.3024
Barnstable Town,Barnstable Town,MA,Massachusetts,41.6722,-70.3599
Norfolk,Norfolk,VA,Virginia,36.8945,-76.259
Fremont,Fremont,CA,California,37.5265,-121.9852
Kennewick,Kennewick,WA,Washington,46.1978,-119.1732
Garland,Garland,TX,Texas,32.91,-96.6305
Irving,Irving,TX,Texas,32.8584,-96.9702
Visalia,Visalia,CA,California,36.3276,-119.3269
Atlantic City,Atlantic City,NJ,New Jersey,39.3797,-74.4527
Nashua,Nashua,NH,New Hampshire,42.7491,-71.491
Paradise,Paradise,NV,Nevada,36.0807,-115.1369
Hialeah,Hialeah,FL,Florida,25.8696,-80.3046
York,York,PA,Pennsylvania,39.9651,-76.7315
Arlington,Arlington,VA,Virginia,38.8786,-77.1011
Evansville,Evansville,IN,Indiana,37.9881,-87.5341
Avondale,Avondale,AZ,Arizona,33.3858,-112.3236
Brownsville,Brownsville,TX,Texas,25.998,-97.4565
Gulfport,Gulfport,MS,Mississippi,30.4271,-89.0703
Appleton,Appleton,WI,Wisconsin,44.2779,-88.3891
Bremerton,Bremerton,WA,Washington,47.5436,-122.7122
Hickory,Hickory,NC,North Carolina,35.7425,-81.323
Tacoma,Tacoma,WA,Washington,47.2431,-122.4531
San Bernardino,San Bernardino,CA,California,34.1417,-117.2946
College Station,College Station,TX,Texas,30.5852,-96.296
Kalamazoo,Kalamazoo,MI,Michigan,42.2749,-85.5882
Thousand Oaks,Thousand Oaks,CA,California,34.1914,-118.8755
Roanoke,Roanoke,VA,Virginia,37.2785,-79.958
Fontana,Fontana,CA,California,34.0968,-117.4599
Moreno Valley,Moreno Valley,CA,California,33.9244,-117.2045
North Port,North Port,FL,Florida,27.0577,-82.1975
Fargo,Fargo,ND,North Dakota,46.8652,-96.8292
Green Bay,Green Bay,WI,Wisconsin,44.515,-87.9896
Amarillo,Amarillo,TX,Texas,35.1988,-101.8311
Portland,Portland,ME,Maine,43.6773,-70.2715
Santa Barbara,Santa Barbara,CA,California,34.4285,-119.7202
Gainesville,Gainesville,FL,Florida,29.6804,-82.3458
Olympia,Olympia,WA,Washington,47.0417,-122.8959
Frisco,Frisco,TX,Texas,33.1555,-96.8215
Yonkers,Yonkers,NY,New York,40.9466,-73.8674
Norwich,Norwich,CT,Connecticut,41.5495,-72.0882
Spring Valley,Spring Valley,NV,Nevada,36.0987,-115.2619
Glendale,Glendale,CA,California,34.1818,-118.2468
Huntington Beach,Huntington Beach,CA,California,33.696,-118.0025
Deltona,Deltona,FL,Florida,28.905,-81.2137
Aurora,Aurora,IL,Illinois,41.7637,-88.2901
Tempe,Tempe,AZ,Arizona,33.3881,-111.9318
Overland Park,Overland Park,KS,Kansas,38.887,-94.687
Grand Prairie,Grand Prairie,TX,Texas,32.6872,-97.0209
Sunrise Manor,Sunrise Manor,NV,Nevada,36.1785,-115.049
Waco,Waco,TX,Texas,31.5598,-97.1881
Salinas,Salinas,CA,California,36.6884,-121.6317
Waterbury,Waterbury,CT,Connecticut,41.5583,-73.0361
Clarksville,Clarksville,TN,Tennessee,36.5695,-87.342
Cedar Rapids,Cedar Rapids,IA,Iowa,41.9665,-91.6782
Sioux Falls,Sioux Falls,SD,South Dakota,43.5397,-96.732
Huntington,Huntington,WV,West Virginia,38.4109,-82.4344
Ontario,Ontario,CA,California,34.0393,-117.6064
Hagerstown,Hagerstown,MD,Maryland,39.6401,-77.7217
Erie,Erie,PA,Pennsylvania,42.1168,-80.0733
Vancouver,Vancouver,WA,Washington,45.6366,-122.5967
Nampa,Nampa,ID,Idaho,43.5845,-116.5631
Spartanburg,Spartanburg,SC,South Carolina,34.9437,-81.9257
Gastonia,Gastonia,NC,North Carolina,35.2494,-81.1853
Fort Lauderdale,Fort Lauderdale,FL,Florida,26.1412,-80.1464
Lorain,Lorain,OH,Ohio,41.4409,-82.184
Murfreesboro,Murfreesboro,TN,Tennessee,35.8492,-86.4119
High Point,High Point,NC,North Carolina,35.9907,-79.9938
Newport News,Newport News,VA,Virginia,37.1051,-76.5185
Rancho Cucamonga,Rancho Cucamonga,CA,California,34.1248,-117.5666
Hemet,Hemet,CA,California,33.7341,-116.9969
Santa Cruz,Santa Cruz,CA,California,36.9789,-122.0346
Danbury,Danbury,CT,Connecticut,41.4016,-73.471
Peoria,Peoria,AZ,Arizona,33.7844,-112.2989
Oceanside,Oceanside,CA,California,33.2247,-117.3083
Elk Grove,Elk Grove,CA,California,38.416,-121.3842
Pembroke Pines,Pembroke Pines,FL,Florida,26.0128,-80.3382
Vallejo,Vallejo,CA,California,38.1133,-122.2358
Garden Grove,Garden Grove,CA,California,33.7787,-117.9601
Medford,Medford,OR,Oregon,42.3372,-122.8537
Cary,Cary,NC,North Carolina,35.782,-78.8191
Marysville,Marysville,WA,Washington,48.0809,-122.1561
Corona,Corona,CA,California,33.8616,-117.5649
Ocala,Ocala,FL,Florida,29.178,-82.1511
Fredericksburg,Fredericksburg,VA,Virginia,38.2992,-77.4872
Gainesville,Gainesville,GA,Georgia,34.2903,-83.8301
Bayam_n,Bayamon,PR,Puerto Rico,18.3793,-66.1635
Enterprise,Enterprise,NV,Nevada,36.0164,-115.2208
Manchester,Manchester,NH,New Hampshire,42.9848,-71.4447
Champaign,Champaign,IL,Illinois,40.1144,-88.2735
Alexandria,Alexandria,VA,Virginia,38.8185,-77.0861
Hayward,Hayward,CA,California,37.6328,-122.0772
Springfield,Springfield,IL,Illinois,39.771,-89.6538
Lakewood,Lakewood,CO,Colorado,39.6977,-105.1168
Lafayette,Lafayette,IN,Indiana,40.399,-86.8594
Frederick,Frederick,MD,Maryland,39.4336,-77.4141
Lake Charles,Lake Charles,LA,Louisiana,30.2012,-93.2122
Odessa,Odessa,TX,Texas,31.8831,-102.3406
Tuscaloosa,Tuscaloosa,AL,Alabama,33.2348,-87.5267
Warner Robins,Warner Robins,GA,Georgia,32.597,-83.6529
Palmdale,Palmdale,CA,California,34.5944,-118.1057
Hollywood,Hollywood,FL,Florida,26.0294,-80.1679
Midland,Midland,TX,Texas,32.0249,-102.1137
Leesburg,Leesburg,FL,Florida,28.7657,-81.8996
Port Arthur,Port Arthur,TX,Texas,29.8554,-93.9264
Muskegon,Muskegon,MI,Michigan,43.2281,-86.2563
Macon,Macon,GA,Georgia,32.8065,-83.6974
Kansas City,Kansas City,KS,Kansas,39.1234,-94.7443
Sunnyvale,Sunnyvale,CA,California,37.3836,-122.0256
Pomona,Pomona,CA,California,34.0585,-117.7626
Escondido,Escondido,CA,California,33.1347,-117.0722
Pasadena,Pasadena,TX,Texas,29.6583,-95.1499
New Bedford,New Bedford,MA,Massachusetts,41.6697,-70.9428
Fairfield,Fairfield,CA,California,38.2592,-122.0324
Naperville,Naperville,IL,Illinois,41.7483,-88.1657
Bellevue,Bellevue,WA,Washington,47.5951,-122.1535
Binghamton,Binghamton,NY,New York,42.1014,-75.9093
Elkhart,Elkhart,IN,Indiana,41.6916,-85.9628
Topeka,Topeka,KS,Kansas,39.0346,-95.6955
Joliet,Joliet,IL,Illinois,41.5189,-88.1499
Beaumont,Beaumont,TX,Texas,30.0849,-94.1451
Paterson,Paterson,NJ,New Jersey,40.9147,-74.1624
Merced,Merced,CA,California,37.3057,-120.4778
Pueblo,Pueblo,CO,Colorado,38.2705,-104.6112
Tyler,Tyler,TX,Texas,32.3184,-95.3062
Torrance,Torrance,CA,California,33.8346,-118.3417
Metairie,Metairie,LA,Louisiana,29.9977,-90.178
Yuma,Yuma,AZ,Arizona,32.5992,-114.5488
Surprise,Surprise,AZ,Arizona,33.68,-112.4524
Columbia,Columbia,MO,Missouri,38.9478,-92.3256
Athens,Athens,GA,Georgia,33.9508,-83.3689
Roseville,Roseville,CA,California,38.7703,-121.3196
Thornton,Thornton,CO,Colorado,39.9197,-104.9438
Miramar,Miramar,FL,Florida,25.9773,-80.3351
Pasadena,Pasadena,CA,California,34.1597,-118.139
Mesquite,Mesquite,TX,Texas,32.7623,-96.5889
Santa Maria,Santa Maria,CA,California,34.9334,-120.4432
Olathe,Olathe,KS,Kansas,38.8832,-94.8198
Houma,Houma,LA,Louisiana,29.5799,-90.7058
Carolina,Carolina,PR,Puerto Rico,18.4054,-65.9792
Carrollton,Carrollton,TX,Texas,32.989,-96.8999
Grand Junction,Grand Junction,CO,Colorado,39.0876,-108.5673
Charleston,Charleston,WV,West Virginia,38.3484,-81.6323
Orange,Orange,CA,California,33.8038,-117.8218
Fullerton,Fullerton,CA,California,33.8841,-117.9279
Greeley,Greeley,CO,Colorado,40.4151,-104.7706
Las Cruces,Las Cruces,NM,New Mexico,32.3265,-106.7892
Panama City,Panama City,FL,Florida,30.1995,-85.6004
Harlingen,Harlingen,TX,Texas,26.1917,-97.6976
West Valley City,West Valley City,UT,Utah,40.6889,-112.0115
Hampton,Hampton,VA,Virginia,37.0551,-76.363
Warren,Warren,MI,Michigan,42.4934,-83.027
Mauldin,Mauldin,SC,South Carolina,34.7849,-82.3005
Bloomington,Bloomington,IL,Illinois,40.4757,-88.9703
Coral Springs,Coral Springs,FL,Florida,26.2702,-80.2591
Round Rock,Round Rock,TX,Texas,30.5254,-97.666
Yakima,Yakima,WA,Washington,46.5923,-120.5496
Sterling Heights,Sterling Heights,MI,Michigan,42.5809,-83.0305
Kent,Kent,WA,Washington,47.3887,-122.2129
Burlington,Burlington,NC,North Carolina,36.0758,-79.4686
Bellingham,Bellingham,WA,Washington,48.7543,-122.4687
Santa Clara,Santa Clara,CA,California,37.3645,-121.968
Racine,Racine,WI,Wisconsin,42.7274,-87.8135
Greenville,Greenville,NC,North Carolina,35.5956,-77.3768
Stamford,Stamford,CT,Connecticut,41.1035,-73.5583
Elizabeth,Elizabeth,NJ,New Jersey,40.6657,-74.1912
Johnson City,Johnson City,TN,Tennessee,36.3406,-82.3803
Lynchburg,Lynchburg,VA,Virginia,37.4003,-79.1909
Simi Valley,Simi Valley,CA,California,34.2663,-118.749
Fort Smith,Fort Smith,AR,Arkansas,35.3493,-94.3695
Kenosha,Kenosha,WI,Wisconsin,42.5864,-87.8765
South Lyon,South Lyon,MI,Michigan,42.4614,-83.6526
Boulder,Boulder,CO,Colorado,40.0249,-105.2523
Pearland,Pearland,TX,Texas,29.5585,-95.3215
Berkeley,Berkeley,CA,California,37.8723,-122.276
Richardson,Richardson,TX,Texas,32.9717,-96.7093
Redding,Redding,CA,California,40.5698,-122.365
Arvada,Arvada,CO,Colorado,39.8321,-105.1511
St. George,St. George,UT,Utah,37.077,-113.577
Billings,Billings,MT,Montana,45.7891,-108.5524
Yuba City,Yuba City,CA,California,39.1357,-121.6381
Rochester,Rochester,MN,Minnesota,44.0151,-92.4778
East Los Angeles,East Los Angeles,CA,California,34.0326,-118.1691
Leominster,Leominster,MA,Massachusetts,42.5209,-71.7717
Kingsport,Kingsport,TN,Tennessee,36.5224,-82.5453
Duluth,Duluth,MN,Minnesota,46.7756,-92.1392
Lehigh Acres,Lehigh Acres,FL,Florida,26.612,-81.6388
Rock Hill,Rock Hill,SC,South Carolina,34.9416,-81.0244
Gilroy,Gilroy,CA,California,37.0047,-121.5855
Cambridge,Cambridge,MA,Massachusetts,42.3759,-71.1185
Sugar Land,Sugar Land,TX,Texas,29.5935,-95.6357
Texas City,Texas City,TX,Texas,29.4128,-94.9658
Iowa City,Iowa City,IA,Iowa,41.6559,-91.5303
Saginaw,Saginaw,MI,Michigan,43.4199,-83.9501
Chico,Chico,CA,California,39.7575,-121.8152
Dover,Dover,DE,Delaware,39.161,-75.5203
Norman,Norman,OK,Oklahoma,35.2335,-97.3471
Clearwater,Clearwater,FL,Florida,27.9789,-82.7622
Coeur d'Alene,Coeur d'Alene,ID,Idaho,47.7041,-116.7935
Ponce,Ponce,PR,Puerto Rico,18.012,-66.6198
Seaside,Seaside,CA,California,36.6224,-121.8191
Independence,Independence,MO,Missouri,39.0871,-94.3501
West Jordan,West Jordan,UT,Utah,40.6024,-112.0008
Abilene,Abilene,TX,Texas,32.4543,-99.7384
Bloomington,Bloomington,IN,Indiana,39.1637,-86.5257
El Monte,El Monte,CA,California,34.0739,-118.0291
Carlsbad,Carlsbad,CA,California,33.1247,-117.2837
North Charleston,North Charleston,SC,South Carolina,32.9066,-80.0722
St. Cloud,St. Cloud,MN,Minnesota,45.5339,-94.1718
Temecula,Temecula,CA,California,33.4928,-117.1315
Clovis,Clovis,CA,California,36.8278,-119.6831
Meridian,Meridian,ID,Idaho,43.6112,-116.3968
Brandon,Brandon,FL,Florida,27.9367,-82.3
Westminster,Westminster,CO,Colorado,39.8837,-105.0624
Costa Mesa,Costa Mesa,CA,California,33.6667,-117.9135
Monroe,Monroe,LA,Louisiana,32.5183,-92.0774
Utica,Utica,NY,New York,43.0961,-75.226
Pompano Beach,Pompano Beach,FL,Florida,26.2428,-80.1312
West Palm Beach,West Palm Beach,FL,Florida,26.7468,-80.1316
Waterloo,Waterloo,IA,Iowa,42.492,-92.3522
Everett,Everett,WA,Washington,47.9525,-122.1669
El Centro,El Centro,CA,California,32.7867,-115.5586
Santa Fe,Santa Fe,NM,New Mexico,35.6619,-105.9819
Downey,Downey,CA,California,33.9379,-118.1312
Lowell,Lowell,MA,Massachusetts,42.6389,-71.3217
Centennial,Centennial,CO,Colorado,39.5926,-104.8674
Elgin,Elgin,IL,Illinois,42.0385,-88.3229
Richmond,Richmond,CA,California,37.9477,-122.339
Broken Arrow,Broken Arrow,OK,Oklahoma,36.0365,-95.7809
Miami Gardens,Miami Gardens,FL,Florida,25.9433,-80.2426
The Woodlands,The Woodlands,TX,Texas,30.1738,-95.5134
Bend,Bend,OR,Oregon,44.0562,-121.3087
Burlington,Burlington,VT,Vermont,44.4877,-73.2314
Jurupa Valley,Jurupa Valley,CA,California,34.001,-117.4705
Sandy Springs,Sandy Springs,GA,Georgia,33.9366,-84.3703
Gresham,Gresham,OR,Oregon,45.5023,-122.4413
Lewisville,Lewisville,TX,Texas,33.0452,-96.9823
Hillsboro,Hillsboro,OR,Oregon,45.5272,-122.9361
San Buenaventura,San Buenaventura,CA,California,34.2741,-119.2314
Jacksonville,Jacksonville,NC,North Carolina,34.7288,-77.3941
Pottstown,Pottstown,PA,Pennsylvania,40.2507,-75.6444
Inglewood,Inglewood,CA,California,33.9566,-118.3444
Spring Hill,Spring Hill,FL,Florida,28.4797,-82.53
League City,League City,TX,Texas,29.4873,-95.1087
Eau Claire,Eau Claire,WI,Wisconsin,44.8199,-91.4949
Turlock,Turlock,CA,California,37.5053,-120.8588
Temple,Temple,TX,Texas,31.1076,-97.3894
Sioux City,Sioux City,IA,Iowa,42.4959,-96.3901
Salisbury,Salisbury,MD,Maryland,38.3756,-75.5867
Davie,Davie,FL,Florida,26.0789,-80.287
Daly City,Daly City,CA,California,37.6862,-122.4685
Allen,Allen,TX,Texas,33.1088,-96.6735
Highlands Ranch,Highlands Ranch,CO,Colorado,39.5419,-104.9708
West Covina,West Covina,CA,California,34.0555,-117.9112
Sparks,Sparks,NV,Nevada,39.5729,-119.7157
San Mateo,San Mateo,CA,California,37.5521,-122.3122
Norwalk,Norwalk,CA,California,33.9069,-118.0829
Columbia,Columbia,MD,Maryland,39.2004,-76.859
Rialto,Rialto,CA,California,34.1174,-117.3894
Manteca,Manteca,CA,California,37.7927,-121.2264
El Cajon,El Cajon,CA,California,32.8017,-116.9605
Burbank,Burbank,CA,California,34.1879,-118.3235
Longmont,Longmont,CO,Colorado,40.1686,-105.1005
Renton,Renton,WA,Washington,47.4784,-122.1919
Vista,Vista,CA,California,33.1896,-117.2386
Logan,Logan,UT,Utah,41.74,-111.8419
Prescott Valley,Prescott Valley,AZ,Arizona,34.5983,-112.3176
Vacaville,Vacaville,CA,California,38.359,-121.968
Edinburg,Edinburg,TX,Texas,26.3197,-98.1596
Carmel,Carmel,IN,Indiana,39.965,-86.146
Spokane Valley,Spokane Valley,WA,Washington,47.6626,-117.2346
San Angelo,San Angelo,TX,Texas,31.4424,-100.4506
La Crosse,La Crosse,WI,Wisconsin,43.824,-91.2268
Arden-Arcade,Arden-Arcade,CA,California,38.6034,-121.381
Idaho Falls,Idaho Falls,ID,Idaho,43.4872,-112.0362
Holland,Holland,MI,Michigan,42.7677,-86.0985
Charlottesville,Charlottesville,VA,Virginia,38.0375,-78.4855
Longview,Longview,TX,Texas,32.5193,-94.7621
Tracy,Tracy,CA,California,37.7269,-121.4522
Boca Raton,Boca Raton,FL,Florida,26.3752,-80.108
Lafayette,Lafayette,CO,Colorado,39.9949,-105.0997
Wichita Falls,Wichita Falls,TX,Texas,33.9072,-98.5291
Rio Rancho,Rio Rancho,NM,New Mexico,35.2872,-106.6981
